"","observed_month","prod_type","prod_process","n_hens","n_eggs","source"
"123",2017-08-31,"table eggs","cage-free (non-organic)",31700000,744395914.285714,"PY20170905MCAGEFREE.PDF"
"124",2017-09-30,"table eggs","cage-free (non-organic)",33500000,753750514.285714,"PY20171002MCAGEFREE.PDF"
"125",2017-10-31,"table eggs","cage-free (non-organic)",34700000,804085971.428571,"PY20171107MCAGEFREE.PDF"
"126",2017-11-30,"table eggs","cage-free (non-organic)",34700000,780750514.285714,"PY20171204MCAGEFREE.PDF"
"127",2017-12-31,"table eggs","cage-free (non-organic)",3.5e+07,813750531.428571,"PY20180103MCAGEFREE.PDF"
"128",2018-01-31,"table eggs","cage-free (non-organic)",35680000,826794977.142857,"PY20180206MCAGEFREE.PDF"
"129",2018-02-28,"table eggs","cage-free (non-organic)",36861000,771500160,"PY20180305MCAGEFREE.PDF"
"130",2018-03-31,"table eggs","cage-free (non-organic)",36861000,857017851.428571,"PY20180402MCAGEFREE.PDF"
"131",2018-04-30,"table eggs","cage-free (non-organic)",38896000,875159485.714286,"PY20180507MCAGEFREE.PDF"
"132",2018-05-31,"table eggs","cage-free (non-organic)",38896000,904331468.571429,"PY20180604MCAGEFREE.PDF"
"133",2018-06-30,"table eggs","cage-free (non-organic)",39083000,882298285.714286,"PY20180629MCAGEFREE.PDF"
"134",2018-07-31,"table eggs","cage-free (non-organic)",39083000,908679085.714286,"PY20180731MCAGEFREE.PDF"
"135",2018-08-31,"table eggs","cage-free (non-organic)",39083000,908679085.714286,"PY20180904MCAGEFREE.PDF"
"136",2018-09-30,"table eggs","cage-free (non-organic)",41437000,935440457.142857,"PY20181001MCAGEFREE.PDF"
"137",2018-10-31,"table eggs","cage-free (non-organic)",41470000,967391845.714286,"PY20181102MCAGEFREE.PDF"
"138",2018-11-30,"table eggs","cage-free (non-organic)",41470000,939296057.142857,"PY20181203MCAGEFREE.PDF"
"139",2018-12-31,"table eggs","cage-free (non-organic)",41470000,973820005.714286,"PY20190107MCAGEFREE.PDF"
"140",2019-01-31,"table eggs","cage-free (non-organic)",41470000,973820005.714286,"PY20190205MCAGEFREE.PDF"
"141",2019-02-28,"table eggs","cage-free (non-organic)",41613000,879698880,"PY20190304MCAGEFREE.PDF"
"142",2019-03-31,"table eggs","cage-free (non-organic)",46849000,1092870102.85714,"PY20190401MCAGEFREE.PDF"
"143",2019-04-30,"table eggs","cage-free (non-organic)",50669000,1147652742.85714,"PY20190506MCAGEFREE.PDF"
"144",2019-05-31,"table eggs","cage-free (non-organic)",50897000,1191243908.57143,"PY20190603MCAGEFREE.PDF"
"145",2019-06-30,"table eggs","cage-free (non-organic)",51337000,1170483942.85714,"PY20190628MCAGEFREE.PDF"
"146",2019-07-31,"table eggs","cage-free (non-organic)",51337000,1209500074.28571,"PY20190805MCAGEFREE.PDF"
"147",2019-08-31,"table eggs","cage-free (non-organic)",51337000,1209500074.28571,"PY20190903MCAGEFREE.PDF"
"148",2019-09-30,"table eggs","cage-free (non-organic)",52734000,1198380342.85714,"PY20191001MCAGEFREE.PDF"
"149",2019-10-31,"table eggs","cage-free (non-organic)",54208000,1272939891.42857,"PY20191105MCAGEFREE.PDF"
"150",2019-11-30,"table eggs","cage-free (non-organic)",54593000,1248814800,"PY20191202MCAGEFREE.PDF"
"151",2019-12-31,"table eggs","cage-free (non-organic)",54593000,1290441960,"PY20200106MCAGEFREE.PDF"
"152",2020-01-31,"table eggs","cage-free (non-organic)",53966000,1271439668.57143,"PY20200203MCAGEFREE.PDF"
"153",2020-02-29,"table eggs","cage-free (non-organic)",53966000,1189411302.85714,"PY20200302MCAGEFREE.PDF"
"154",2020-03-31,"table eggs","cage-free (non-organic)",61204000,1437223062.85714,"PY20200406MCAGEFREE.PDF"
"155",2020-04-30,"table eggs","cage-free (non-organic)",60896000,1388429485.71429,"PY20200504MCAGEFREE.PDF"
"156",2020-05-31,"table eggs","cage-free (non-organic)",61061000,1466989971.42857,"PY20200601MCAGEFREE.PDF"
"157",2020-06-30,"table eggs","cage-free (non-organic)",62590000,1473994800,"PY20200706MCAGEFREE.PDF"
"158",2020-07-31,"table eggs","cage-free (non-organic)",63030000,1533835182.85714,"PY20200803MCAGEFREE.PDF"
"159",2020-08-31,"table eggs","cage-free (non-organic)",63030000,1577799205.71429,"PY20200908MCAGEFREE.PDF"
"160",2020-09-30,"table eggs","cage-free (non-organic)",62832000,1479694114.28571,"PY20201005MCAGEFREE.PDF"
"161",2020-10-31,"table eggs","cage-free (non-organic)",62909000,1550391840,"PY20201102MCAGEFREE.PDF"
"162",2020-11-30,"table eggs","cage-free (non-organic)",62909000,1519252971.42857,"PY20201207MCAGEFREE.PDF"
"163",2020-12-31,"table eggs","cage-free (non-organic)",62634000,1567885937.14286,"PY20210104MCAGEFREE.PDF"
"164",2021-01-31,"table eggs","cage-free (non-organic)",64955000,1590747994.28571,"PY20210201MCAGEFREE.PDF"
"165",2021-02-28,"table eggs","cage-free (non-organic)",67496000,1493012160,"PY20210301MCAGEFREE.PDF"
"166",2016-08-31,"table eggs","cage-free (organic)",13500000,315968297.142857,"PY20160919MCAGEFREE.PDF"
"167",2016-09-30,"table eggs","cage-free (organic)",13500000,304762114.285714,"PY20161004MCAGEFREE.PDF"
"168",2016-10-31,"table eggs","cage-free (organic)",14100000,327825000,"PY20161102MCAGEFREE.PDF"
"169",2016-11-30,"table eggs","cage-free (organic)",14100000,318519771.428571,"PY20161205MCAGEFREE.PDF"
"170",2016-12-31,"table eggs","cage-free (organic)",14100000,325639234.285714,"PY20170109MCAGEFREE.PDF"
"171",2017-01-31,"table eggs","cage-free (organic)",14100000,330010765.714286,"PY20170206MCAGEFREE.PDF"
"172",2017-02-28,"table eggs","cage-free (organic)",14100000,298074240,"PY20170306MCAGEFREE.PDF"
"173",2017-03-31,"table eggs","cage-free (organic)",14500000,333754148.571429,"PY20170403MCAGEFREE.PDF"
"174",2017-04-30,"table eggs","cage-free (organic)",14600000,330689828.571429,"PY20170503MCAGEFREE.PDF"
"175",2017-05-31,"table eggs","cage-free (organic)",14600000,340580880,"PY20170605MCAGEFREE.PDF"
"176",2017-06-30,"table eggs","cage-free (organic)",14600000,330689828.571429,"PY20170630MCAGEFREE.PDF"
"177",2017-07-31,"table eggs","cage-free (organic)",14600000,341712822.857143,"PY20170808MCAGEFREE.PDF"
"178",2017-08-31,"table eggs","cage-free (organic)",14100000,331102851.428571,"PY20170905MCAGEFREE.PDF"
"179",2017-09-30,"table eggs","cage-free (organic)",14300000,321750514.285714,"PY20171002MCAGEFREE.PDF"
"180",2017-10-31,"table eggs","cage-free (organic)",14700000,340635085.714286,"PY20171107MCAGEFREE.PDF"
"181",2017-11-30,"table eggs","cage-free (organic)",14700000,330750000,"PY20171204MCAGEFREE.PDF"
"182",2017-12-31,"table eggs","cage-free (organic)",14700000,341775000,"PY20180103MCAGEFREE.PDF"
"183",2018-01-31,"table eggs","cage-free (organic)",14550000,337159542.857143,"PY20180206MCAGEFREE.PDF"
"184",2018-02-28,"table eggs","cage-free (organic)",14996000,313866720,"PY20180305MCAGEFREE.PDF"
"185",2018-03-31,"table eggs","cage-free (organic)",14996000,348657531.428571,"PY20180402MCAGEFREE.PDF"
"186",2018-04-30,"table eggs","cage-free (organic)",15559000,350077371.428571,"PY20180507MCAGEFREE.PDF"
"187",2018-05-31,"table eggs","cage-free (organic)",15559000,361746617.142857,"PY20180604MCAGEFREE.PDF"
"188",2018-06-30,"table eggs","cage-free (organic)",15617000,352553657.142857,"PY20180629MCAGEFREE.PDF"
"189",2018-07-31,"table eggs","cage-free (organic)",15617000,363095382.857143,"PY20180731MCAGEFREE.PDF"
"190",2018-08-31,"table eggs","cage-free (organic)",15617000,363095382.857143,"PY20180904MCAGEFREE.PDF"
"191",2018-09-30,"table eggs","cage-free (organic)",15675000,353863542.857143,"PY20181001MCAGEFREE.PDF"
"192",2018-10-31,"table eggs","cage-free (organic)",15686000,365915674.285714,"PY20181102MCAGEFREE.PDF"
"193",2018-11-30,"table eggs","cage-free (organic)",15686000,355287600,"PY20181203MCAGEFREE.PDF"
"194",2018-12-31,"table eggs","cage-free (organic)",15686000,368346960,"PY20190107MCAGEFREE.PDF"
"195",2019-01-31,"table eggs","cage-free (organic)",15686000,368346960,"PY20190205MCAGEFREE.PDF"
"196",2019-02-28,"table eggs","cage-free (organic)",15686000,331601760,"PY20190304MCAGEFREE.PDF"
"197",2019-03-31,"table eggs","cage-free (organic)",15007500,350087605.714286,"PY20190401MCAGEFREE.PDF"
"198",2019-04-30,"table eggs","cage-free (organic)",15686000,355287600,"PY20190506MCAGEFREE.PDF"
"199",2019-05-31,"table eggs","cage-free (organic)",15778000,369284400,"PY20190603MCAGEFREE.PDF"
"200",2019-06-30,"table eggs","cage-free (organic)",15778000,359738742.857143,"PY20190628MCAGEFREE.PDF"
"201",2019-07-31,"table eggs","cage-free (organic)",15755000,371187977.142857,"PY20190805MCAGEFREE.PDF"
"202",2019-08-31,"table eggs","cage-free (organic)",15755000,371187977.142857,"PY20190903MCAGEFREE.PDF"
"203",2019-09-30,"table eggs","cage-free (organic)",15755000,358032342.857143,"PY20191001MCAGEFREE.PDF"
"204",2019-10-31,"table eggs","cage-free (organic)",16111500,378338348.571429,"PY20191105MCAGEFREE.PDF"
